SampleNumber,Site,CollectDate,SiO2,TP,Si_corrected
FMP04194,Swan River @ Bigfork Steel Bridge (Electric Ave...,2002-10-30,NA,5.01,0
FMP04195,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2002-10-30,NA,5.24,0
FMP04200,"Flathead River, Lower, @ Polson",2002-10-30,NA,5.39,0
FMP04210,Swan River @ Bigfork Steel Bridge (Electric Ave...,2002-11-18,NA,7.96,0
FMP04211,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2002-11-18,NA,4.81,0
FMP04216,"Flathead River, Lower, @ Polson",2002-11-18,NA,7.31,0
FMP04218,Swan River @ Bigfork Steel Bridge (Electric Ave...,2002-12-06,NA,6.47,0
FMP04219,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2002-12-06,NA,19.03,0
FMP04224,"Flathead River, Lower, @ Polson",2002-12-06,NA,5.39,0
FMP04234,Swan River @ Bigfork Steel Bridge (Electric Ave...,2003-01-02,NA,7.00,0
FMP04235,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2003-01-02,NA,7.04,0
FMP04240,"Flathead River, Lower, @ Polson",2003-01-02,NA,5.89,0
FMP04259,Swan River @ Bigfork Steel Bridge (Electric Ave...,2003-02-10,NA,5.18,0
FMP04262,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2003-02-11,NA,7.01,0
FMP04266,"Flathead River, Lower, @ Polson",2003-02-12,NA,6.30,0
FMP04269,Swan River @ Bigfork Steel Bridge (Electric Ave...,2003-03-12,NA,4.70,0
FMP04270,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2003-03-12,NA,11.44,0
FMP04275,"Flathead River, Lower, @ Polson",2003-03-12,NA,5.52,0
FMP04285,Swan River @ Bigfork Steel Bridge (Electric Ave...,2003-04-02,NA,5.95,0
FMP04286,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2003-04-02,NA,9.34,0
FMP04291,"Flathead River, Lower, @ Polson",2003-04-02,NA,8.01,0
FMP04300A,Swan River @ Bigfork Steel Bridge (Electric Ave...,2003-04-14,NA,7.20,0
FMP04300B,Swan River @ Bigfork Steel Bridge (Electric Ave...,2003-04-14,NA,6.10,0
FMP04301,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2003-04-14,NA,4.69,0
FMP04306,"Flathead River, Lower, @ Polson",2003-04-14,NA,7.20,0
FMP04317,Swan River @ Bigfork Steel Bridge (Electric Ave...,2003-05-06,NA,26.08,0
FMP04318,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2003-05-06,NA,9.80,0
FMP04323,"Flathead River, Lower, @ Polson",2003-05-06,NA,6.03,0
FMP04332,Swan River @ Bigfork Steel Bridge (Electric Ave...,2003-05-25,NA,6.96,0
FMP04333,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2003-05-25,NA,8.10,0
FMP04339,Swan River @ Bigfork Steel Bridge (Electric Ave...,2003-05-30,NA,7.52,0
FMP04340A,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2003-05-30,NA,82.78,0
FMP04340B,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2003-05-30,NA,75.13,0
FMP04346,"Flathead River, Lower, @ Polson",2003-05-30,NA,4.47,0
FMP04356,Swan River @ Bigfork Steel Bridge (Electric Ave...,2003-06-09,NA,9.29,0
FMP04357,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2003-06-09,NA,12.20,0
FMP04362B,"Flathead River, Lower, @ Polson",2003-06-09,NA,102.02,0
FMP04367,"Flathead River, Lower, @ Polson",2003-06-18,NA,4.09,0
FMP04368,Swan River @ Bigfork Steel Bridge (Electric Ave...,2003-06-23,NA,5.87,0
FMP04369,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2003-06-23,NA,6.87,0
FMP04374,"Flathead River, Lower, @ Polson",2003-06-23,NA,6.45,0
FMP04391,Swan River @ Bigfork Steel Bridge (Electric Ave...,2003-07-16,NA,9.40,0
FMP04392,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2003-07-16,NA,6.49,0
FMP04398,"Flathead River, Lower, @ Polson",2003-07-17,NA,6.87,0
FMP04411,"Flathead River, Lower, @ Polson",2003-08-11,4.89,3.72,0
FMP04412,Swan River @ Bigfork Steel Bridge (Electric Ave...,2003-08-12,6.25,6.18,0
FMP04413,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2003-08-12,4.19,8.52,0
FMP04434,Swan River @ Bigfork Steel Bridge (Electric Ave...,2003-09-09,5.88,7.76,0
FMP04435,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2003-09-09,4.21,6.15,0
FMP04439,"Flathead River, Lower, @ Polson",2003-09-09,4.92,7.26,0
FMP04449,Swan River @ Bigfork Steel Bridge (Electric Ave...,2003-10-07,5.86,7.04,0
FMP04450,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2003-10-07,4.14,5.34,0
FMP04455,"Flathead River, Lower, @ Polson",2003-10-07,4.59,5.35,0
FMP04465,Swan River @ Bigfork Steel Bridge (Electric Ave...,2003-11-03,6.15,6.14,0
FMP04466,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2003-11-03,4.55,7.38,0
FMP04471,"Flathead River, Lower, @ Polson",2003-11-03,4.68,5.73,0
FMP04483,Swan River @ Bigfork Steel Bridge (Electric Ave...,2003-12-02,6.48,5.77,0
FMP04484,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2003-12-02,4.87,5.32,0
FMP04489,"Flathead River, Lower, @ Polson",2003-12-02,5.18,7.50,0
FMP04492,Swan River @ Bigfork Steel Bridge (Electric Ave...,2003-12-29,6.79,4.85,0
FMP04493,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2003-12-29,4.77,5.76,0
FMP04498,"Flathead River, Lower, @ Polson",2003-12-29,5.12,6.77,0
FMP04509,Swan River @ Bigfork Steel Bridge (Electric Ave...,2004-01-30,6.72,9.65,0
FMP04510,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2004-01-30,4.77,6.43,0
FMP04516,"Flathead River, Lower, @ Polson",2004-02-01,4.91,5.74,0
FMP04536,Swan River @ Bigfork Steel Bridge (Electric Ave...,2004-03-11,6.37,6.66,0
FMP04537,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2004-03-11,4.69,9.93,0
FMP04543,"Flathead River, Lower, @ Polson",2004-03-12,4.96,6.96,0
FMP04546,Swan River @ Bigfork Steel Bridge (Electric Ave...,2004-03-31,6.49,6.13,0
FMP04547,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2004-03-31,5.15,10.00,0
FMP04552,"Flathead River, Lower, @ Polson",2004-03-31,4.51,9.21,0
FMP04562,Swan River @ Bigfork Steel Bridge (Electric Ave...,2004-04-09,6.35,6.60,0
FMP04563,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2004-04-09,5.20,18.13,0
FMP04567,"Flathead River, Lower, @ Polson",2004-04-12,4.56,6.60,0
FMP04576,Swan River @ Bigfork Steel Bridge (Electric Ave...,2004-05-05,6.77,18.83,0
FMP04577,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2004-05-05,4.62,35.64,0
FMP04582,"Flathead River, Lower, @ Polson",2004-05-05,4.87,3.95,0
FMP04593,"Flathead River, Lower, @ Polson",2004-05-26,4.66,7.65,0
FMP04594,Swan River @ Bigfork Steel Bridge (Electric Ave...,2004-05-27,5.82,7.17,0
FMP04595A,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2004-05-27,4.37,7.85,0
FMP04595B,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2004-05-27,4.26,7.89,0
FMP04604,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2004-06-06,3.85,10.47,0
FMP04606A,Swan River @ Bigfork Steel Bridge (Electric Ave...,2004-06-08,5.45,6.12,0
FMP04606B,Swan River @ Bigfork Steel Bridge (Electric Ave...,2004-06-08,5.71,6.23,0
FMP04609A,"Flathead River, Lower, @ Polson",2004-06-14,4.47,5.33,0
FMP04609B,"Flathead River, Lower, @ Polson",2004-06-14,4.09,4.28,0
FMP04616,Swan River @ Bigfork Steel Bridge (Electric Ave...,2004-06-24,5.31,6.91,0
FMP04617,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2004-06-24,3.95,6.81,0
FMP04623,"Flathead River, Lower, @ Polson",2004-06-24,4.45,4.84,0
FMP04640,Swan River @ Bigfork Steel Bridge (Electric Ave...,2004-07-19,4.89,6.52,0
FMP04641,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2004-07-19,3.93,7.47,0
FMP04647,"Flathead River, Lower, @ Polson",2004-07-20,4.45,6.11,0
FMP04666,Swan River @ Bigfork Steel Bridge (Electric Ave...,2004-08-23,5.46,6.53,0
FMP04667,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2004-08-23,4.07,6.67,0
FMP04672,"Flathead River, Lower, @ Polson",2004-08-23,5.02,5.90,0
FMP04685,Swan River @ Bigfork Steel Bridge (Electric Ave...,2004-09-15,5.64,6.93,0
FMP04686,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2004-09-15,4.50,7.96,0
FMP04690,"Flathead River, Lower, @ Polson",2004-09-15,4.81,8.82,0
FMP04707,Swan River @ Bigfork Steel Bridge (Electric Ave...,2004-10-20,6.18,12.25,0
FMP04708,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2004-10-20,4.68,7.80,0
FMP04713,"Flathead River, Lower, @ Polson",2004-10-20,4.79,7.99,0
FMP04723,Swan River @ Bigfork Steel Bridge (Electric Ave...,2004-11-29,6.61,5.95,0
FMP04724,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2004-11-29,5.50,8.27,0
FMP04730,"Flathead River, Lower, @ Polson",2004-11-30,4.93,5.12,0
FMP04737,Swan River @ Bigfork Steel Bridge (Electric Ave...,2005-01-05,6.36,4.63,0
FMP04738,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2005-01-05,5.17,4.91,0
FMP04744,"Flathead River, Lower, @ Polson",2005-01-05,5.02,5.23,0
FMP04747,Swan River @ Bigfork Steel Bridge (Electric Ave...,2005-01-19,6.44,8.83,0
FMP04748,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2005-01-19,5.14,4.59,0
FMP04754,"Flathead River, Lower, @ Polson",2005-01-20,5.19,4.78,0
FMP04755,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2005-01-24,5.06,17.61,0
FMP04768,"Flathead River, Lower, @ Polson",2005-03-01,4.91,3.92,0
FMP04769,Swan River @ Bigfork Steel Bridge (Electric Ave...,2005-03-02,6.34,5.52,0
FMP04770,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2005-03-02,4.92,4.96,0
FMP04777,Swan River @ Bigfork Steel Bridge (Electric Ave...,2005-03-28,6.28,6.52,0
FMP04778,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2005-03-28,5.16,7.34,0
FMP04784A,"Flathead River, Lower, @ Polson",2005-03-29,5.03,7.20,0
FMP04784B,"Flathead River, Lower, @ Polson",2005-03-29,5.66,16.63,0
FMP04800,Swan River @ Bigfork Steel Bridge (Electric Ave...,2005-04-22,6.38,4.05,0
FMP04801,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2005-04-22,4.89,7.26,0
FMP04806,"Flathead River, Lower, @ Polson",2005-04-22,4.85,27.27,0
FMP04808,Swan River @ Bigfork Steel Bridge (Electric Ave...,2005-04-27,6.12,4.79,0
FMP04809,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2005-04-27,4.78,17.15,0
FMP04814,"Flathead River, Lower, @ Polson",2005-04-27,4.76,7.47,0
FMP04817,Swan River @ Bigfork Steel Bridge (Electric Ave...,2005-05-09,6.22,7.27,0
FMP04818A,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2005-05-09,4.58,19.12,0
FMP04818B,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2005-05-09,4.58,19.12,0
FMP04823,"Flathead River, Lower, @ Polson",2005-05-09,4.69,5.65,0
FMP04825,Swan River @ Bigfork Steel Bridge (Electric Ave...,2005-05-17,5.97,6.38,0
FMP04826,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2005-05-17,4.54,31.33,0
FMP04838,"Flathead River, Lower, @ Polson",2005-05-19,4.67,5.53,0
FMP04846A,Swan River @ Bigfork Steel Bridge (Electric Ave...,2005-06-01,5.78,7.55,0
FMP04846B,Swan River @ Bigfork Steel Bridge (Electric Ave...,2005-06-01,5.59,10.03,0
FMP04847,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2005-06-01,4.22,10.07,0
FMP04852,"Flathead River, Lower, @ Polson",2005-06-01,4.58,8.81,0
FMP04855,Swan River @ Bigfork Steel Bridge (Electric Ave...,2005-06-03,5.69,8.87,0
FMP04856,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2005-06-03,5.08,14.95,0
FMP04869,"Flathead River, Lower, @ Polson",2005-06-15,4.77,7.66,0
FMP04880,"Flathead River, Lower, @ Polson",2005-07-15,4.51,6.52,0
FMP04881,Swan River @ Bigfork Steel Bridge (Electric Ave...,2005-07-18,5.31,4.85,0
FMP04882,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2005-07-18,4.24,4.83,0
FMP04901,Swan River @ Bigfork Steel Bridge (Electric Ave...,2005-08-18,5.75,7.84,0
FMP04902,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2005-08-18,4.09,5.35,0
FMP04908,"Flathead River, Lower, @ Polson",2005-08-18,4.89,5.73,0
FMP04918,Swan River @ Bigfork Steel Bridge (Electric Ave...,2005-09-12,5.86,7.05,0
FMP04919,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2005-09-12,4.31,3.19,0
FMP04924,"Flathead River, Lower, @ Polson",2005-09-12,4.89,5.69,0
FMP04937,Swan River @ Bigfork Steel Bridge (Electric Ave...,2005-10-01,6.23,5.49,0
FMP04938,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2005-10-01,4.42,7.16,0
FMP04944,"Flathead River, Lower, @ Polson",2005-10-06,4.77,7.77,0
FMP04956,Swan River @ Bigfork Steel Bridge (Electric Ave...,2005-11-10,6.29,7.95,0
FMP04957,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2005-11-10,4.62,5.06,0
FMP04962,"Flathead River, Lower, @ Polson",2005-11-10,4.76,5.40,0
FMP04973,Swan River @ Bigfork Steel Bridge (Electric Ave...,2005-12-22,7.05,5.56,0
FMP04974,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2005-12-22,4.99,3.92,0
FMP04980,"Flathead River, Lower, @ Polson",2005-12-23,5.04,5.19,0
FMP04983,Swan River @ Bigfork Steel Bridge (Electric Ave...,2006-01-05,7.11,5.56,0
FMP04984,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2006-01-05,5.28,5.30,0
FMP04989,"Flathead River, Lower, @ Polson",2006-01-05,5.05,7.35,0
FMP05006,Swan River @ Bigfork Steel Bridge (Electric Ave...,2006-02-20,7.35,5.02,0
FMP05007,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2006-02-20,4.70,5.01,0
FMP05012,"Flathead River, Lower, @ Polson",2006-02-20,5.30,11.69,0
FMP05015,Swan River @ Bigfork Steel Bridge (Electric Ave...,2006-03-17,4.86,6.68,0
FMP05016,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2006-03-17,4.17,10.02,0
FMP05021,"Flathead River, Lower, @ Polson",2006-03-17,5.21,5.02,0
FMP05033,Swan River @ Bigfork Steel Bridge (Electric Ave...,2006-04-07,6.89,17.54,0
FMP05034,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2006-04-07,5.40,14.46,0
FMP05039,"Flathead River, Lower, @ Polson",2006-04-07,4.94,6.12,0
FMP05054,Swan River @ Bigfork Steel Bridge (Electric Ave...,2006-04-26,7.41,5.85,0
FMP05055,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2006-04-26,5.08,28.09,0
FMP05060A,"Flathead River, Lower, @ Polson",2006-04-26,99.90,3.71,0
FMP05060B,"Flathead River, Lower, @ Polson",2006-04-26,5.03,3.71,0
FMP05069,Swan River @ Bigfork Steel Bridge (Electric Ave...,2006-05-15,6.86,8.85,0
FMP05070,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2006-05-15,4.97,9.21,0
FMP05075,"Flathead River, Lower, @ Polson",2006-05-15,5.15,4.43,0
FMP05078,Swan River @ Bigfork Steel Bridge (Electric Ave...,2006-05-19,7.17,6.90,0
FMP05079,"Flathead River, Lower, @ Polson",2006-05-19,4.87,4.62,0
FMP05081A,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2006-05-20,4.72,203.43,0
FMP05081B,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2006-05-20,4.69,194.32,0
FMP05089,Swan River @ Bigfork Steel Bridge (Electric Ave...,2006-05-28,6.08,8.42,0
FMP05090,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2006-05-28,3.91,32.26,0
FMP05102,"Flathead River, Lower, @ Polson",2006-05-31,4.69,8.54,0
FMP05107A,Swan River @ Bigfork Steel Bridge (Electric Ave...,2006-06-14,5.27,10.84,0
FMP05107B,Swan River @ Bigfork Steel Bridge (Electric Ave...,2006-06-14,5.20,8.97,0
FMP05108,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2006-06-14,4.40,11.59,0
FMP05115,"Flathead River, Lower, @ Polson",2006-06-16,4.52,5.40,0
FMP05116,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2006-06-16,3.95,176.38,0
FMP05124,Swan River @ Bigfork Steel Bridge (Electric Ave...,2006-07-06,5.51,7.16,0
FMP05125,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2006-07-06,4.51,7.44,0
FMP05130,"Flathead River, Lower, @ Polson",2006-07-06,3.90,4.59,0
FMP05147,"Flathead River, Lower, @ Polson",2006-08-09,5.11,4.95,0
FMP05150,Swan River @ Bigfork Steel Bridge (Electric Ave...,2006-08-11,5.88,6.50,0
FMP05151,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2006-08-11,4.38,5.79,0
FMP05158,Swan River @ Bigfork Steel Bridge (Electric Ave...,2006-09-04,5.76,6.14,0
FMP05159,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2006-09-04,4.38,6.05,0
FMP05171,"Flathead River, Lower, @ Polson",2006-09-08,4.76,9.31,0
FMP05172,Swan River @ Bigfork Steel Bridge (Electric Ave...,2006-09-15,5.92,7.16,0
FMP05173,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2006-09-15,4.30,5.72,0
FMP05179,"Flathead River, Lower, @ Polson",2006-09-18,4.97,6.05,0
FMP05188,"Flathead River, Lower, @ Polson",2006-10-10,4.80,5.57,0
FMP05189,Swan River @ Bigfork Steel Bridge (Electric Ave...,2006-10-10,6.35,6.43,0
FMP05190,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2006-10-10,4.33,5.14,0
FMP05203,Swan River @ Bigfork Steel Bridge (Electric Ave...,2006-11-08,6.32,6.88,0
FMP05204,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2006-11-08,4.31,151.03,0
FMP05209,"Flathead River, Lower, @ Polson",2006-11-08,5.55,5.07,0
FMP05218,Swan River @ Bigfork Steel Bridge (Electric Ave...,2006-12-14,6.78,6.52,0
FMP05219,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2006-12-14,5.31,10.79,0
FMP05223,"Flathead River, Lower, @ Polson",2006-12-14,5.31,5.20,0
FMP05226,Swan River @ Bigfork Steel Bridge (Electric Ave...,2007-01-24,6.87,5.48,0
FMP05227,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2007-01-24,5.01,5.16,0
FMP05231,"Flathead River, Lower, @ Polson",2007-01-24,5.03,7.06,0
FMP05249,Swan River @ Bigfork Steel Bridge (Electric Ave...,2007-03-06,6.66,4.10,0
FMP05250,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2007-03-06,5.11,10.90,0
FMP05254A,"Flathead River, Lower, @ Polson",2007-03-06,5.03,4.10,0
FMP05254B,"Flathead River, Lower, @ Polson",2007-03-06,5.35,4.40,0
FMP05256,Swan River @ Bigfork Steel Bridge (Electric Ave...,2007-03-13,6.78,10.54,0
FMP05257,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2007-03-13,5.21,13.67,0
FMP05261,"Flathead River, Lower, @ Polson",2007-03-13,4.98,5.95,0
FMP05270,Swan River @ Bigfork Steel Bridge (Electric Ave...,2007-03-26,7.01,5.95,0
FMP05271,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2007-03-26,5.89,24.61,0
FMP05276,"Flathead River, Lower, @ Polson",2007-03-28,5.20,9.98,0
FMP05292,"Flathead River, Lower, @ Polson",2007-04-20,4.98,5.33,0
FMP05293A,Swan River @ Bigfork Steel Bridge (Electric Ave...,2007-04-20,100.62,6.17,0
FMP05293B,Swan River @ Bigfork Steel Bridge (Electric Ave...,2007-04-20,7.12,5.73,0
FMP05294,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2007-04-20,4.88,7.73,0
FMP05308,Swan River @ Bigfork Steel Bridge (Electric Ave...,2007-05-04,6.78,9.63,0
FMP05309,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2007-05-04,4.89,54.83,0
FMP05313,"Flathead River, Lower, @ Polson",2007-05-04,4.88,6.43,0
FMP05316,Swan River @ Bigfork Steel Bridge (Electric Ave...,2007-05-12,6.49,8.37,0
FMP05317A,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2007-05-12,5.22,21.96,0
FMP05317B,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2007-05-12,4.78,25.22,0
FMP05321,"Flathead River, Lower, @ Polson",2007-05-12,4.87,5.56,0
FMP05331,Swan River @ Bigfork Steel Bridge (Electric Ave...,2007-05-24,7.51,5.47,0
FMP05332,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2007-05-24,4.79,12.07,0
FMP05337,"Flathead River, Lower, @ Polson",2007-05-25,4.75,6.60,0
FMP05348,Swan River @ Bigfork Steel Bridge (Electric Ave...,2007-06-06,5.44,5.32,0
FMP05349,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2007-06-06,4.17,24.47,0
FMP05353,"Flathead River, Lower, @ Polson",2007-06-06,4.54,5.16,0
FMP05356,"Flathead River, Lower, @ Polson",2007-06-15,4.50,6.42,0
FMP05358,Swan River @ Bigfork Steel Bridge (Electric Ave...,2007-06-16,5.39,5.07,0
FMP05359,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2007-06-16,4.84,8.68,0
FMP05378,"Flathead River, Lower, @ Polson",2007-07-09,4.30,5.55,0
FMP05380,Swan River @ Bigfork Steel Bridge (Electric Ave...,2007-07-09,5.43,5.20,0
FMP05381,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2007-07-09,4.07,4.78,0
FMP05401,Swan River @ Bigfork Steel Bridge (Electric Ave...,2007-08-06,5.96,9.81,0
FMP05402,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2007-08-06,4.16,5.28,0
FMP05406,"Flathead River, Lower, @ Polson",2007-08-06,5.07,4.93,0
FMP05420,Swan River @ Bigfork Steel Bridge (Electric Ave...,2007-09-08,6.41,6.66,0
FMP05421,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2007-09-08,4.09,5.62,0
FMP05425,"Flathead River, Lower, @ Polson",2007-09-08,5.09,4.89,0
FMP05436,Swan River @ Bigfork Steel Bridge (Electric Ave...,2007-10-08,5.49,7.51,0
FMP05437,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2007-10-08,4.58,4.55,0
FMP05441,"Flathead River, Lower, @ Polson",2007-10-08,5.15,4.59,0
FMP05454,Swan River @ Bigfork Steel Bridge (Electric Ave...,2007-11-19,6.51,5.18,0
FMP05455,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2007-11-19,4.90,3.73,0
FMP05460,"Flathead River, Lower, @ Polson",2007-11-20,4.80,4.14,0
FMP05473,Swan River @ Bigfork Steel Bridge (Electric Ave...,2007-12-06,6.65,13.88,0
FMP05474,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2007-12-06,4.67,3.44,0
FMP05478,"Flathead River, Lower, @ Polson",2007-12-06,4.98,7.04,0
FMP05493,Swan River @ Bigfork Steel Bridge (Electric Ave...,2008-01-16,6.66,5.96,0
FMP05494,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2008-01-16,4.89,5.96,0
FMP05499,"Flathead River, Lower, @ Polson",2008-01-17,5.13,4.96,0
FMP05512,Swan River @ Bigfork Steel Bridge (Electric Ave...,2008-02-12,6.83,4.14,0
FMP05513,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2008-02-12,4.67,6.30,0
FMP05517,"Flathead River, Lower, @ Polson",2008-02-12,5.12,4.14,0
FMP05531,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2008-03-12,4.79,6.78,0
FMP05532,Swan River @ Bigfork Steel Bridge (Electric Ave...,2008-03-12,6.66,5.26,0
FMP05533,"Flathead River, Lower, @ Polson",2008-03-12,5.25,4.81,0
FMP05551,Swan River @ Bigfork Steel Bridge (Electric Ave...,2008-04-14,6.56,5.95,0
FMP05552,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2008-04-14,4.50,6.65,0
FMP05556A,"Flathead River, Lower, @ Polson",2008-04-14,5.42,6.55,0
FMP05556B,"Flathead River, Lower, @ Polson",2008-04-14,6.30,5.83,0
FMP05568,Swan River @ Bigfork Steel Bridge (Electric Ave...,2008-05-01,9.65,6.07,0
FMP05569,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2008-05-01,5.55,7.90,0
FMP05574,"Flathead River, Lower, @ Polson",2008-05-01,4.96,7.34,0
